,S/N,DATE,OrderNumber,SKU,PCS,ReferenceID,Location,Alley_Number,Cellule,Coord,AlleyCell,Size
3699,3699,12/3/2018,3756272,424784,2,424784,A0516102,A05,16,"[37.75, 18.0]",A0516,"(100, 340)"
3700,3700,12/3/2018,3756177,311355,1,311355,A0814101,A08,14,"[28.0, 16.5]",A0814,"(410, 320)"
3701,3701,12/3/2018,3756177,444228,1,444228,A0910201,A09,10,"[24, 13.5]",A0910,"(410, 140)"
3702,3702,12/3/2018,3756157,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3703,3703,12/3/2018,3756161,264151,1,264151,A0911302,A09,11,"[26, 15.0]",A0911,"(440, 200)"
3704,3704,12/3/2018,3756132,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3705,3705,12/3/2018,3755977,452968,1,452968,A0619101,A06,19,"[35.75, 21.0]",A0619,"(290, 380)"
3706,3706,12/3/2018,3755641,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
3707,3707,12/3/2018,3755631,422249,1,422249,A1115201,A11,15,"[19.5, 18.0]",A1115,"(100, 140)"
3708,3708,12/3/2018,3755605,439926,1,439926,A1006503,A10,6,"[20.75, 10.5]",A1006,"(360, 120)"
3709,3709,12/3/2018,3755605,439927,1,439927,A1006504,A10,6,"[20.75, 10.5]",A1006,"(220, 40)"
3710,3710,12/3/2018,3755588,370816,1,370816,A0910404,A09,10,"[24, 13.5]",A0910,"(270, 280)"
3711,3711,12/3/2018,3755588,370817,1,370817,A0910502,A09,10,"[24, 13.5]",A0910,"(290, 380)"
3712,3712,12/3/2018,3755585,351391,1,351391,A0812503,A08,12,"[28.0, 15.0]",A0812,"(280, 140)"
3713,3713,12/3/2018,3755575,442223,1,442223,A1004201,A10,4,"[20.75, 9.0]",A1004,"(130, 280)"
3714,3714,12/3/2018,3755575,454369,1,454369,A0608204,A06,8,"[34.5, 12.0]",A0608,"(360, 120)"
3715,3715,12/3/2018,3755564,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
3716,3716,12/3/2018,3755566,370781,1,370781,A1008402,A10,8,"[20.75, 12.0]",A1008,"(300, 280)"
3717,3717,12/3/2018,3755189,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
3718,3718,12/3/2018,3755190,406455,2,406455,A0822102,A08,22,"[28.0, 22.5]",A0822,"(300, 60)"
3719,3719,12/3/2018,3755186,348799,2,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
3720,3720,12/3/2018,3755187,408363,1,408363,A0207102,A02,7,"[48.75, 12.0]",A0207,"(50, 280)"
3721,3721,12/3/2018,3755182,433414,1,433414,A0304207,A03,4,"[44.25, 9.0]",A0304,"(70, 40)"
3722,3722,12/3/2018,3755169,306457,1,306457,A0904503,A09,4,"[24, 9.0]",A0904,"(410, 200)"
3723,3723,12/3/2018,3755169,331628,1,331628,A1020402,A10,20,"[20.75, 21.0]",A1020,"(380, 300)"
3724,3724,12/3/2018,3755022,263736,1,263736,A0406401,A04,6,"[41.0, 10.5]",A0406,"(110, 60)"
3725,3725,12/3/2018,3754997,353789,1,353789,A1002402,A10,2,"[20.75, 6.0]",A1002,"(70, 40)"
3726,3726,12/3/2018,3754997,370818,1,370818,A0911303,A09,11,"[26, 15.0]",A0911,"(340, 60)"
3727,3727,12/3/2018,3754992,348791,1,348791,A0902203,A09,2,"[24, 6.0]",A0902,"(220, 220)"
3728,3728,12/3/2018,3754988,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
3729,3729,12/3/2018,3754956,444228,1,444228,A0910201,A09,10,"[24, 13.5]",A0910,"(410, 140)"
3730,3730,12/3/2018,3754952,267283,1,267283,A0809104,A08,9,"[29.25, 13.5]",A0809,"(390, 380)"
3731,3731,12/3/2018,3754952,267288,1,267288,A0809301,A08,9,"[29.25, 13.5]",A0809,"(280, 100)"
3732,3732,12/3/2018,3754952,439405,1,439405,A0403203,A04,3,"[42.25, 9.0]",A0403,"(150, 120)"
3733,3733,12/3/2018,3754950,353789,1,353789,A1002402,A10,2,"[20.75, 6.0]",A1002,"(70, 40)"
3734,3734,12/3/2018,3754950,353793,1,353793,A1022402,A10,22,"[20.75, 22.5]",A1022,"(410, 360)"
3735,3735,12/3/2018,3754950,370815,1,370815,A0910204,A09,10,"[24, 13.5]",A0910,"(260, 180)"
3736,3736,12/3/2018,3754938,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412,"(360, 120)"
3737,3737,12/3/2018,3754940,403849,1,403849,A0308201,A03,8,"[44.25, 12.0]",A0308,"(260, 360)"
3738,3738,12/3/2018,3754934,366681,1,366681,A0104402,A01,4,"[50.75, 9.0]",A0104,"(400, 280)"
3739,3739,12/3/2018,3754924,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
3740,3740,12/3/2018,3754924,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
3741,3741,12/3/2018,3754919,351391,1,351391,A0812503,A08,12,"[28.0, 15.0]",A0812,"(280, 140)"
3742,3742,12/3/2018,3754919,434125,1,434125,A0912502,A09,12,"[24, 15.0]",A0912,"(90, 200)"
3743,3743,12/3/2018,3754910,370818,1,370818,A0911303,A09,11,"[26, 15.0]",A0911,"(340, 60)"
3744,3744,12/3/2018,3754905,419207,1,419207,A0503203,A05,3,"[39.0, 9.0]",A0503,"(170, 160)"
3745,3745,12/3/2018,3754902,461527,1,461527,A0313306,A03,13,"[45.5, 16.5]",A0313,"(70, 260)"
3746,3746,12/3/2018,3754899,260229,1,260229,A0920303,A09,20,"[24, 21.0]",A0920,"(90, 280)"
3747,3747,12/3/2018,3754804,459353,1,459353,A1016502,A10,16,"[20.75, 18.0]",A1016,"(400, 280)"
3748,3748,12/3/2018,3754794,422249,1,422249,A1115201,A11,15,"[19.5, 18.0]",A1115,"(100, 140)"
3749,3749,12/3/2018,3754794,439893,1,439893,A1005502,A10,5,"[22.75, 10.5]",A1005,"(250, 100)"
3750,3750,12/3/2018,3754789,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
3751,3751,12/3/2018,3754786,310358,1,310358,A1103102,A11,3,"[19.5, 9.0]",A1103,"(50, 220)"
3752,3752,12/3/2018,3754786,387091,1,387091,A0609201,A06,9,"[35.75, 13.5]",A0609,"(440, 80)"
3753,3753,12/3/2018,3754786,452603,1,452603,A1006403,A10,6,"[20.75, 10.5]",A1006,"(60, 180)"
3754,3754,12/3/2018,3754781,440530,1,440530,A1002101,A10,2,"[20.75, 6.0]",A1002,"(360, 360)"
3755,3755,12/3/2018,3754780,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
3756,3756,12/3/2018,3754769,308519,2,308519,A0520203,A05,20,"[37.75, 21.0]",A0520,"(220, 160)"
3757,3757,12/3/2018,3754747,441092,6,441092,A1006402,A10,6,"[20.75, 10.5]",A1006,"(220, 260)"
3758,3758,12/3/2018,3754752,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
3759,3759,12/3/2018,3754727,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
3760,3760,12/3/2018,3754720,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
3761,3761,12/3/2018,3754720,440470,1,440470,A1007403,A10,7,"[22.75, 12.0]",A1007,"(390, 60)"
3762,3762,12/3/2018,3754703,450078,1,450078,A0904104,A09,4,"[24, 9.0]",A0904,"(140, 180)"
3763,3763,12/3/2018,3754691,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412,"(360, 120)"
3764,3764,12/3/2018,3754679,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
3765,3765,12/3/2018,3754680,370781,1,370781,A1008402,A10,8,"[20.75, 12.0]",A1008,"(300, 280)"
3766,3766,12/3/2018,3754667,366684,1,366684,A0109101,A01,9,"[52.0, 13.5]",A0109,"(180, 300)"
3767,3767,12/14/2018,3806400,295842,1,295842,A0206505,A02,6,"[47.5, 10.5]",A0206,"(70, 240)"
3768,3768,12/14/2018,3806376,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
3769,3769,12/14/2018,3806238,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3770,3770,12/14/2018,3806238,457090,1,457090,A0520403,A05,20,"[37.75, 21.0]",A0520,"(90, 220)"
3771,3771,12/14/2018,3806239,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
3772,3772,12/14/2018,3806235,339211,1,339211,A0614203,A06,14,"[34.5, 16.5]",A0614,"(80, 260)"
3773,3773,12/14/2018,3806233,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
3774,3774,12/14/2018,3806224,290863,2,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
3775,3775,12/14/2018,3806224,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3776,3776,12/14/2018,3806224,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
3777,3777,12/14/2018,3806217,18849,1,18849,A0615301,A06,15,"[35.75, 18.0]",A0615,"(210, 340)"
3778,3778,12/14/2018,3806217,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3779,3779,12/14/2018,3806217,440530,1,440530,A1002101,A10,2,"[20.75, 6.0]",A1002,"(360, 360)"
3780,3780,12/14/2018,3806216,370816,1,370816,A0910404,A09,10,"[24, 13.5]",A0910,"(270, 280)"
3781,3781,12/14/2018,3806216,423129,1,423129,A1012104,A10,12,"[20.75, 15.0]",A1012,"(270, 60)"
3782,3782,12/14/2018,3806213,332917,1,332917,A0503404,A05,3,"[39.0, 9.0]",A0503,"(370, 100)"
3783,3783,12/14/2018,3806212,342555,1,342555,A0208201,A02,8,"[47.5, 12.0]",A0208,"(90, 340)"
3784,3784,12/14/2018,3806205,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3785,3785,12/14/2018,3806202,419201,1,419201,A0503201,A05,3,"[39.0, 9.0]",A0503,"(350, 60)"
3786,3786,12/14/2018,3806196,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3787,3787,12/14/2018,3806196,464707,1,464707,A0321403,A03,21,"[45.5, 22.5]",A0321,"(290, 320)"
3788,3788,12/14/2018,3806193,345534,1,345534,A0316203,A03,16,"[44.25, 18.0]",A0316,"(380, 280)"
3789,3789,12/14/2018,3806193,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3790,3790,12/14/2018,3806169,445070,1,445070,A0921501,A09,21,"[26, 22.5]",A0921,"(200, 260)"
3791,3791,12/14/2018,3806163,353789,1,353789,A1002402,A10,2,"[20.75, 6.0]",A1002,"(70, 40)"
3792,3792,12/14/2018,3806164,330863,1,330863,A1002502,A10,2,"[20.75, 6.0]",A1002,"(80, 280)"
3793,3793,12/14/2018,3806126,426687,1,426687,A0610504,A06,10,"[34.5, 13.5]",A0610,"(360, 320)"
3794,3794,12/14/2018,3806119,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
3795,3795,12/14/2018,3806118,466405,2,466405,A1007503,A10,7,"[22.75, 12.0]",A1007,"(300, 280)"
3796,3796,12/14/2018,3806118,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
3797,3797,12/14/2018,3806108,399610,1,399610,A1011202,A10,11,"[22.75, 15.0]",A1011,"(210, 100)"
3798,3798,12/14/2018,3806105,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3799,3799,12/14/2018,3806099,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3800,3800,12/14/2018,3806080,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
3801,3801,12/14/2018,3806081,366659,2,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
3802,3802,12/14/2018,3806081,466406,2,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
3803,3803,12/14/2018,3806078,388041,1,388041,A0804403,A08,4,"[28.0, 9.0]",A0804,"(90, 160)"
3804,3804,12/14/2018,3806073,259769,1,259769,A0911103,A09,11,"[26, 15.0]",A0911,"(150, 40)"
3805,3805,12/14/2018,3806073,335952,1,335952,A1011301,A10,11,"[22.75, 15.0]",A1011,"(120, 180)"
3806,3806,12/14/2018,3806067,436724,1,436724,A0411302,A04,11,"[42.25, 15.0]",A0411,"(180, 80)"
3807,3807,12/14/2018,3806067,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
3808,3808,12/14/2018,3806053,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3809,3809,12/14/2018,3806047,254222,1,254222,A0719102,A07,19,"[32.5, 21.0]",A0719,"(290, 120)"
3810,3810,12/14/2018,3806044,339212,1,339212,A0612403,A06,12,"[34.5, 15.0]",A0612,"(410, 180)"
3811,3811,12/14/2018,3806044,342555,1,342555,A0208201,A02,8,"[47.5, 12.0]",A0208,"(90, 340)"
3812,3812,12/14/2018,3806034,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3813,3813,12/14/2018,3806029,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3814,3814,12/14/2018,3806023,350078,1,350078,A0512403,A05,12,"[37.75, 15.0]",A0512,"(220, 200)"
3815,3815,12/14/2018,3806023,441092,1,441092,A1006402,A10,6,"[20.75, 10.5]",A1006,"(220, 260)"
3816,3816,12/14/2018,3806024,423112,2,423112,A1004402,A10,4,"[20.75, 9.0]",A1004,"(330, 120)"
3817,3817,12/14/2018,3806024,423129,1,423129,A1012104,A10,12,"[20.75, 15.0]",A1012,"(270, 60)"
3818,3818,12/14/2018,3806000,340101,1,340101,A0719403,A07,19,"[32.5, 21.0]",A0719,"(310, 280)"
3819,3819,12/14/2018,3806000,366661,1,366661,A0510503,A05,10,"[37.75, 13.5]",A0510,"(430, 60)"
3820,3820,12/14/2018,3806000,466405,1,466405,A1007503,A10,7,"[22.75, 12.0]",A1007,"(300, 280)"
3821,3821,12/14/2018,3806000,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
3822,3822,12/14/2018,3805834,441092,1,441092,A1006402,A10,6,"[20.75, 10.5]",A1006,"(220, 260)"
3823,3823,12/14/2018,3805836,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3824,3824,12/14/2018,3805824,303826,2,303826,A0610404,A06,10,"[34.5, 13.5]",A0610,"(60, 140)"
3825,3825,12/14/2018,3805827,179874,1,179874,A0321404,A03,21,"[45.5, 22.5]",A0321,"(150, 200)"
3826,3826,12/14/2018,3805827,179875,1,179875,A0322103,A03,22,"[44.25, 22.5]",A0322,"(350, 140)"
3827,3827,12/14/2018,3805827,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3828,3828,12/14/2018,3805798,444228,1,444228,A0910201,A09,10,"[24, 13.5]",A0910,"(410, 140)"
3829,3829,12/14/2018,3805800,404160,1,404160,A0911203,A09,11,"[26, 15.0]",A0911,"(120, 160)"
3830,3830,12/14/2018,3805800,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
3831,3831,12/14/2018,3805768,370781,1,370781,A1008402,A10,8,"[20.75, 12.0]",A1008,"(300, 280)"
3832,3832,12/14/2018,3805768,370812,1,370812,A0905502,A09,5,"[26, 10.5]",A0905,"(330, 360)"
3833,3833,12/14/2018,3805768,423147,1,423147,A1008302,A10,8,"[20.75, 12.0]",A1008,"(200, 40)"
3834,3834,12/14/2018,3805752,231197,1,231197,A0619503,A06,19,"[35.75, 21.0]",A0619,"(170, 320)"
3835,3835,12/14/2018,3805694,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412,"(360, 120)"
3836,3836,12/14/2018,3805692,366684,1,366684,A0109101,A01,9,"[52.0, 13.5]",A0109,"(180, 300)"
3837,3837,12/14/2018,3805603,342555,1,342555,A0208201,A02,8,"[47.5, 12.0]",A0208,"(90, 340)"
3838,3838,12/14/2018,3805633,342555,5,342555,A0208201,A02,8,"[47.5, 12.0]",A0208,"(90, 340)"
3839,3839,12/14/2018,3805633,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
3840,3840,12/14/2018,3805574,431861,1,431861,A0701202,A07,1,"[32.5, 6.0]",A0701,"(150, 20)"
3841,3841,12/14/2018,3805528,449048,2,449048,A0714204,A07,14,"[31.25, 16.5]",A0714,"(110, 320)"
3842,3842,12/14/2018,3805492,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3843,3843,12/14/2018,3805470,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3844,3844,12/14/2018,3805470,445009,1,445009,A0621402,A06,21,"[35.75, 22.5]",A0621,"(270, 340)"
3845,3845,12/14/2018,3805449,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
3846,3846,12/14/2018,3805443,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3847,3847,12/14/2018,3805443,464707,1,464707,A0321403,A03,21,"[45.5, 22.5]",A0321,"(290, 320)"
3848,3848,12/14/2018,3805441,307785,1,307785,A0220203,A02,20,"[47.5, 21.0]",A0220,"(180, 140)"
3849,3849,12/14/2018,3805441,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
3850,3850,12/14/2018,3805434,454548,1,454548,A0608201,A06,8,"[34.5, 12.0]",A0608,"(240, 20)"
3851,3851,12/14/2018,3805436,459988,1,459988,A0722403,A07,22,"[31.25, 22.5]",A0722,"(250, 100)"
3852,3852,12/14/2018,3805431,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3853,3853,12/14/2018,3805431,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
3854,3854,12/14/2018,3805367,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3855,3855,12/14/2018,3805363,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
3856,3856,12/14/2018,3805357,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3857,3857,12/14/2018,3805343,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3858,3858,12/14/2018,3805311,458573,1,458573,A0716201,A07,16,"[31.25, 18.0]",A0716,"(250, 180)"
3859,3859,12/14/2018,3805292,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3860,3860,12/14/2018,3805292,402695,1,402695,A0314408,A03,14,"[44.25, 16.5]",A0314,"(330, 20)"
3861,3861,12/14/2018,3805287,309462,5,309462,A1107203,A11,7,"[19.5, 12.0]",A1107,"(240, 20)"
3862,3862,12/14/2018,3805287,330857,1,330857,A0622403,A06,22,"[34.5, 22.5]",A0622,"(200, 340)"
3863,3863,12/14/2018,3805287,432234,1,432234,A0407103,A04,7,"[42.25, 12.0]",A0407,"(70, 160)"
3864,3864,12/14/2018,3805287,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
3865,3865,12/14/2018,3805262,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3866,3866,12/14/2018,3805262,445009,1,445009,A0621402,A06,21,"[35.75, 22.5]",A0621,"(270, 340)"
3867,3867,12/14/2018,3805259,253469,1,253469,A0604504,A06,4,"[34.5, 9.0]",A0604,"(230, 60)"
3868,3868,12/14/2018,3805253,335349,1,335349,A1002203,A10,2,"[20.75, 6.0]",A1002,"(100, 380)"
3869,3869,12/14/2018,3805253,442023,1,442023,A0702503,A07,2,"[31.25, 6.0]",A0702,"(240, 140)"
3870,3870,12/14/2018,3805205,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412,"(360, 120)"
3871,3871,12/14/2018,3805131,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3872,3872,12/14/2018,3805131,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
3873,3873,12/14/2018,3804921,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
3874,3874,12/14/2018,3804895,373044,1,373044,A0318206,A03,18,"[44.25, 19.5]",A0318,"(430, 240)"
3875,3875,12/14/2018,3804868,450077,2,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
3876,3876,12/14/2018,3804868,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
3877,3877,12/14/2018,3804849,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
3878,3878,12/14/2018,3804753,326739,1,326739,A0705402,A07,5,"[32.5, 10.5]",A0705,"(120, 180)"
3879,3879,12/14/2018,3804753,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3880,3880,12/14/2018,3804717,422319,1,422319,A0105303,A01,5,"[52.0, 10.5]",A0105,"(170, 180)"
3881,3881,12/14/2018,3804717,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
3882,3882,12/14/2018,3804573,370816,1,370816,A0910404,A09,10,"[24, 13.5]",A0910,"(270, 280)"
3883,3883,12/14/2018,3804525,346413,1,346413,A0701502,A07,1,"[32.5, 6.0]",A0701,"(300, 140)"
3884,3884,12/14/2018,3804459,404769,1,404769,A0516104,A05,16,"[37.75, 18.0]",A0516,"(290, 180)"
3885,3885,12/14/2018,3804471,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3886,3886,12/14/2018,3804190,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
3887,3887,12/14/2018,3804180,437821,1,437821,A0617503,A06,17,"[35.75, 19.5]",A0617,"(90, 360)"
3888,3888,12/14/2018,3804157,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3889,3889,12/14/2018,3804157,452873,1,452873,A0520304,A05,20,"[37.75, 21.0]",A0520,"(110, 280)"
3890,3890,12/14/2018,3804153,365944,1,365944,A0609301,A06,9,"[35.75, 13.5]",A0609,"(190, 240)"
3891,3891,12/14/2018,3804153,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
3892,3892,12/14/2018,3804139,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
3893,3893,12/14/2018,3804131,432234,1,432234,A0407103,A04,7,"[42.25, 12.0]",A0407,"(70, 160)"
3894,3894,12/14/2018,3804131,434113,1,434113,A0407202,A04,7,"[42.25, 12.0]",A0407,"(230, 40)"
3895,3895,12/14/2018,3804127,346413,1,346413,A0701502,A07,1,"[32.5, 6.0]",A0701,"(300, 140)"
3896,3896,12/14/2018,3808806,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412,"(360, 120)"
3897,3897,12/14/2018,3808804,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
3898,3898,12/14/2018,3808792,439893,1,439893,A1005502,A10,5,"[22.75, 10.5]",A1005,"(250, 100)"
3899,3899,12/14/2018,3808767,263736,1,263736,A0406401,A04,6,"[41.0, 10.5]",A0406,"(110, 60)"
3900,3900,12/14/2018,3808706,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
3901,3901,12/14/2018,3808705,253470,1,253470,A0720504,A07,20,"[31.25, 21.0]",A0720,"(60, 240)"
3902,3902,12/14/2018,3808701,206226,1,206226,A0906401,A09,6,"[24, 10.5]",A0906,"(50, 360)"
3903,3903,12/14/2018,3808702,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
3904,3904,12/14/2018,3808700,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
3905,3905,12/14/2018,3808692,372814,1,372814,A0101103,A01,1,"[52.0, 6.0]",A0101,"(410, 140)"
3906,3906,12/14/2018,3808692,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
3907,3907,12/14/2018,3808638,419207,1,419207,A0503203,A05,3,"[39.0, 9.0]",A0503,"(170, 160)"
3908,3908,12/14/2018,3808636,442946,1,442946,A0309308,A03,9,"[45.5, 13.5]",A0309,"(150, 340)"
3909,3909,12/10/2018,3776861,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
3910,3910,12/10/2018,3776859,264792,1,264792,A0218303,A02,18,"[47.5, 19.5]",A0218,"(330, 340)"
3911,3911,12/10/2018,3776839,215343,1,215343,A0503502,A05,3,"[39.0, 9.0]",A0503,"(260, 360)"
3912,3912,12/10/2018,3776839,341956,1,341956,A1019201,A10,19,"[22.75, 21.0]",A1019,"(300, 40)"
3913,3913,12/10/2018,3776804,454548,1,454548,A0608201,A06,8,"[34.5, 12.0]",A0608,"(240, 20)"
3914,3914,12/10/2018,3776803,263736,1,263736,A0406401,A04,6,"[41.0, 10.5]",A0406,"(110, 60)"
3915,3915,12/10/2018,3776803,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
3916,3916,12/10/2018,3776765,352738,1,352738,A0306506,A03,6,"[44.25, 10.5]",A0306,"(230, 100)"
3917,3917,12/10/2018,3776758,388041,1,388041,A0804403,A08,4,"[28.0, 9.0]",A0804,"(90, 160)"
3918,3918,12/10/2018,3776743,329167,2,329167,A1106504,A11,6,"[15.25, 10.5]",A1106,"(130, 80)"
3919,3919,12/10/2018,3776743,355811,1,355811,A1007202,A10,7,"[22.75, 12.0]",A1007,"(200, 220)"
3920,3920,12/10/2018,3776731,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
3921,3921,12/10/2018,3776671,354333,1,354333,A0410302,A04,10,"[41.0, 13.5]",A0410,"(430, 80)"
3922,3922,12/10/2018,3776668,329167,2,329167,A1106504,A11,6,"[15.25, 10.5]",A1106,"(130, 80)"
3923,3923,12/10/2018,3776668,355811,1,355811,A1007202,A10,7,"[22.75, 12.0]",A1007,"(200, 220)"
3924,3924,12/10/2018,3776661,425969,1,425969,A0304507,A03,4,"[44.25, 9.0]",A0304,"(410, 260)"
3925,3925,12/10/2018,3776652,202889,1,202889,A0914502,A09,14,"[24, 16.5]",A0914,"(420, 60)"
3926,3926,12/10/2018,3776652,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
3927,3927,12/10/2018,3776652,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
3928,3928,12/10/2018,3776640,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
3929,3929,12/10/2018,3776549,450075,1,450075,A0916101,A09,16,"[24, 18.0]",A0916,"(330, 200)"
3930,3930,12/10/2018,3777862,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
3931,3931,12/10/2018,3777847,395248,1,395248,A0710101,A07,10,"[31.25, 13.5]",A0710,"(210, 240)"
