Posting No.,Document No.,Posting Date,Customer No.,Customer Name,Ship-to Name,Division Code,No.,Description,Packing Size,Qty. per Unit of Measure,UOM,Quantity,Quantity (Base)
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,ZZNFDAL750ML,DETTOL ANTISEPTIC LIQUID,12 X 750ML,1,BTL,6,6
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,ZZBKSRF1KG,BLUE KEY SELF RAISING FLOUR ,12 X 1KG,1,PKT,3,3
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,KGBP454GM,KING'S BAKING POWDER,12 X 454GM,1,TIN,1,1
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,ZZCPORR400GM,CAPTAIN INSTANT OATMEAL - RED,20 X 400GM,1,PKT,4,4
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZPY1KG,CHILL MARIGOLD PLAIN YOGHURT NON FAT,12 X 1KG,1,TUB,6,6
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZKCTDLS640ML,"KCT DARK SOYA SAUCE ""STANDARD"" ""H""",12 x 640ML,1,BTL,5,5
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,SPTK340GM,SAPORITO TOMATO KETCHUP,24 X 320gm,1,BTL,3,3
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZSISCS1KG,YOWE CASTER SUGAR,25 x 1KG,1,PKT,5,5
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZBRV3KG,PEACOCK BROWN RICE VERMICELLI,3 KGS / BAG,1,BAG,1,1
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZSDSJ284GM,ST DALFOUR STRAWBERRY JAM,4 X 6S X 284GM,1,BTL,8,8
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZACM200ML,"AYAM BRAND COCONUT MILK ""TRIM""",24 X 200ML,1,PKT,5,5
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZNFGB30X34IN,"YOWELL BLACK GARBAGE BAGS - M  30"" X 34""",10 X 35'S,1,PKT,14,14
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,ZZATF1KG,HOUSE BRAND ATTA FLOUR ,20 X 1KG,1,PKT,2,2
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,ZZNFBAIK570ML,"BAYGON FLYING INSECTS KILLER BLUE"" 100419503""",12 X 500ML,1,BTL,2,2
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,ZZNFPDHG100S,YOWELL PLASTIC DISPOSABLE HAND GLOVES,100 X 100'S,1,BOX,25,25
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,DZDSOYB1KG,YOWE SOYA BEAN DRIED,20 x 1KG,1,PKT,2,2
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,ZZACM200ML,"AYAM BRAND COCONUT MILK ""TRIM""",24 X 200ML,1,PKT,12,12
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,DZWPP500GM,YOWE WHITE PEPPER POWDER,20 X 500GM,1,PKT,1,1
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,ZZNFBL3400ML,YOWELL BLEACH,4 X 3.8LTR,1,TUB,2,2
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,ZZSXPSO750ML,100% SHUANG XI PURE WHITE SESAME OIL,12 X 750ML,1,BTL,1,1
CCINV-220500253,CCSO-021391,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,AMK3 - Ang Mo Kio,INSTITUTION,NTCRNV250GM,NESTLE CERELAC INFANT CEREAL RICE & MIXED VEGETABLES,24 X 250GM,1,PKT,3,3
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZNFBW200S,BABY WIPES,12 x 200S,1,BTL,6,6
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,DZBARS1KG,YOWE BARLEY SEEDS,20 x 1KG,1,PKT,3,3
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZNFBL19IN,"CLEAR BIN LINER 19"" X 19"" (white garbage bag)",50 X 100'S,1,PKT,9,9
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,ZZPY1KG,CHILL MARIGOLD PLAIN YOGHURT NON FAT,12 X 1KG,1,TUB,1,1
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,ZZCS400GM,YOWE CORN STARCH /  FLOUR,40 X 400GM,1,PKT,2,2
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,YWMS425GM,YOWE/ZZ MUSHROOM PIECES & STEMS,24 X 425GM,1,TIN,12,12
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,ZZTA300GM,"TAMARIND ""ASAM"" PASTE W SEED",70 X 300GM,1,PKT,2,2
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,ZZNFBL19IN,"CLEAR BIN LINER 19"" X 19"" (white garbage bag)",50 X 100'S,1,PKT,3,3
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,ZZNFGB30X34IN,"YOWELL BLACK GARBAGE BAGS - M  30"" X 34""",10 X 35'S,1,PKT,2,2
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,NNPLFL900GM,DR OETKER NONA PLAIN FLOUR ,24 X 900GM,1,PKT,3,3
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,ZZSISRFS1KG,YOWE REFINED SUGAR,25 x 1KG,1,PKT,1,1
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,ZZMS300GM,"TAI SUN MEE SUAH ""FLOUR VERMICELLI""",10 X 300GM,1,PKT,2,2
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,ZZNMSB2LTR,NEW MOON SOYA BEAN OIL *HC*,6 X 2LTR,1,BTL,1,1
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,DZBARS1KG,YOWE BARLEY SEEDS,20 x 1KG,1,PKT,2,2
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,ZZRSA3KG,ROCK SUGAR - WHITE (30-50 MM),6 X 3KG,1,PKT,1,1
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,ZZSDSJ284GM,ST DALFOUR STRAWBERRY JAM,4 X 6S X 284GM,1,BTL,6,6
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,ZZNFTBLCR900ML,"TOLLYJOY BABY ACCESS & VEG LIQUID CLEANSER 'refill""",12 X 900ML,1,PKT,2,2
CCINV-220500253,CCSO-021391,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,AMK3 - Ang Mo Kio,INSTITUTION,NTCRNC250GM,NESTLE CERELAC INFANT CEREAL RICE & CHICKEN,24 X 250GM,1,PKT,3,3
CCINV-220500253,CCSO-021391,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,AMK3 - Ang Mo Kio,INSTITUTION,ZZBKSRF1KG,BLUE KEY SELF RAISING FLOUR ,12 X 1KG,1,PKT,10,10
CCINV-220500253,CCSO-021391,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,AMK3 - Ang Mo Kio,INSTITUTION,ZZNFPDHG100S,YOWELL PLASTIC DISPOSABLE HAND GLOVES,100 X 100'S,1,BOX,60,60
CCINV-220500253,CCSO-021391,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,AMK3 - Ang Mo Kio,INSTITUTION,ZZTSF500GM,TABLE FINE SALT ,48 X 500GM,1,BOX,4,4
CCINV-220500260,CCSO-021393,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,SKC- Sengkang,INSTITUTION,ZZSXPSO750ML,100% SHUANG XI PURE WHITE SESAME OIL,12 X 750ML,1,BTL,2,2
CCINV-220500260,CCSO-021393,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,SKC- Sengkang,INSTITUTION,ZZKCTLSS640ML,KCT LIGHT SOYA SAUCE SUPERIOR,12 X 640ML,1,BTL,4,4
CCINV-220500260,CCSO-021393,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,SKC- Sengkang,INSTITUTION,ZZVBS1KG,VHP BROWN SUGAR - SUPERIOR,25 x 1KG,1,PKT,3,3
CCINV-220500260,CCSO-021393,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,SKC- Sengkang,INSTITUTION,SPTP400GM,SAPORITO TOMATO PASTE 22/24%(DUE TO 800G NS),24 X 400GM,1,TIN,6,6
CCINV-220500260,CCSO-021393,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,SKC- Sengkang,INSTITUTION,ZZNTHS330GM,NESTLE HONEY STARS ,18 X 300GM,1,BOX,4,4
CCINV-220500247,CCSO-021417,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,YCC05 - YISHUN,INSTITUTION,ZZNFBL3400ML,YOWELL BLEACH,4 X 3.8LTR,1,TUB,1,1
CCINV-220500247,CCSO-021417,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,YCC05 - YISHUN,INSTITUTION,ZZNFAPRON100S,"DISPOSABLE PLASTIC APRON thick""""",10 x 100'S,1,PKT,1,1
CCINV-220500247,CCSO-021417,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,YCC05 - YISHUN,INSTITUTION,ZZVOS5LTR,VEGETARIAN OYSTER SAUCE,4 X 5KG,1,TUB,2,2
CCINV-220500247,CCSO-021417,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,YCC05 - YISHUN,INSTITUTION,ZZNFBL19IN,"CLEAR BIN LINER 19"" X 19"" (white garbage bag)",50 X 100'S,1,PKT,8,8
CCINV-220500247,CCSO-021417,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,YCC05 - YISHUN,INSTITUTION,ZZNFTBLC900ML,TOLLYJOY BABY ACCESS & VEG LIQUID CLEANSER,12 X 900ML,1,BTL,4,4
CCINV-220500261,CCSO-021456,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,CV4 - Blk 269,INSTITUTION,NTMLPR1200GM,"NESTLE MILO ACTIV-GO ""Refill Pack""",12 x 1.2kg,1,PKT,1,1
CCINV-220500261,CCSO-021456,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,CV4 - Blk 269,INSTITUTION,ZZMPOJ1LTR,MARIGOLD 100% ORANGE JUICE ,12 x 1LTR,1,PKT,1,1
CCINV-220500261,CCSO-021456,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,CV4 - Blk 269,INSTITUTION,SPTP400GM,SAPORITO TOMATO PASTE 22/24%(DUE TO 800G NS),24 X 400GM,1,TIN,4,4
BCMINV-220500495,BCMSO-027073,5/25/2022,C-001540,MANNA POT CATERING PTE LTD,MANNA POT CATERING PTE LTD (B4 3PM),CATERER/MFR,ZZDBF1KG,DRIED BLACK FUNGUS - bai bei mu er,10 X 1KG,1,PKT,2,2
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,SPCHICP400GM,SAPORITO CHICK PEAS ,24 X 400GM,1,TIN,2,2
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,DZDC1KG,SAPORITO DESICCATED COCONUTS,9 X 1KG,1,PKT,1,1
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,DZBRWR1KG,"YOWE BROWN RICE ""RED""",25 x 1KG,1,PKT,2,2
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,ZZFSH1KG,YOKEE FRIED ONION,10 x 1KG,1,PKT,1,1
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,ZZTP250GM,BABAS TURMERIC POWDER,40 X 250GM,1,PKT,2,2
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,YWBRPUP1KG,YOWE RAW PEANUTS UNPEELED,20 x 1KG,1,PKT,4,4
BCMINV-220500499,BCMSO-027076,5/25/2022,C-000815,FOUR LEAVES PTE LTD,FOUR LEAVES PTE LTD - CHIN BEE,BAKERY,RHPRH3060GM,SAPORITO PEAR HALVES,6 X 3.06KG,6,CTN,6,36
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZNCC500GM,NESTLE GOLD CEREAL CORNFLAKES,14 X 500GM,1,BOX,6,6
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZCPORR400GM,CAPTAIN INSTANT OATMEAL - RED,20 X 400GM,1,PKT,10,10
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZNFPDHG100S,YOWELL PLASTIC DISPOSABLE HAND GLOVES,100 X 100'S,1,BOX,20,20
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZHJC250GM,HOUSE VERMONT CURRY with APPLE & HONEY - MILD,60 X 230GM,1,BOX,5,5
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZPMPS680GM,"PREGO MUSHROOM PASTA SAUCE 100362549""""",12 X 680ML,1,BTL,10,10
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,ZZNFBLERRP,BAYGON LIQUID ELECTIRC REPELLER-refill,12 x 21.9ML,1,BTL,3,3
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,ZZDAS1KG,DRIED ANCHOVIES ikan bilis - whole with head (1-2cm),20 x 1KG ,1,PKT,4,4
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,ZZCRWS500GM,TERIGU SEEDS,6 x 10 x 400GM,1,PKT,2,2
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,ZZWB500GM,WOLF BERRIES,35 X 500GM,1,PKT,1,1
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,SPTP400GM,SAPORITO TOMATO PASTE 22/24%(DUE TO 800G NS),24 X 400GM,1,TIN,2,2
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,ZZLKPANOS510GM,LKK PANDA OYSTER SAUCE,12 X 510GM,1,BTL,2,2
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,ZZVBS1KG,VHP BROWN SUGAR - SUPERIOR,25 x 1KG,1,PKT,3,3
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,ZZNFGB30X34IN,"YOWELL BLACK GARBAGE BAGS - M  30"" X 34""",10 X 35'S,1,PKT,2,2
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,YOWECC425GM,YOWE CREAM CORN,24 X 425GM,1,TIN,1,1
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,ZZNFDWLCIF500ML,"CIF CREAM ""LEMON"" ",16 X 500ML,1,BTL,4,4
CCINV-220500253,CCSO-021391,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,AMK3 - Ang Mo Kio,INSTITUTION,ZZNFDAL750ML,DETTOL ANTISEPTIC LIQUID,12 X 750ML,1,BTL,3,3
CCINV-220500253,CCSO-021391,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,AMK3 - Ang Mo Kio,INSTITUTION,DZSTNBRS1KG,SAPORITO SULTANA DRIED,20 X 1KG,1,PKT,1,1
CCINV-220500253,CCSO-021391,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,AMK3 - Ang Mo Kio,INSTITUTION,ZZNFBAIK570ML,"BAYGON FLYING INSECTS KILLER BLUE"" 100419503""",12 X 500ML,1,BTL,2,2
CCINV-220500253,CCSO-021391,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,AMK3 - Ang Mo Kio,INSTITUTION,ZZKCTDLS640ML,"KCT DARK SOYA SAUCE ""STANDARD"" ""H""",12 x 640ML,1,BTL,1,1
CCINV-220500253,CCSO-021391,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,AMK3 - Ang Mo Kio,INSTITUTION,ZZVBS1KG,VHP BROWN SUGAR - SUPERIOR,25 x 1KG,1,PKT,6,6
CCINV-220500253,CCSO-021391,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,AMK3 - Ang Mo Kio,INSTITUTION,ZZNFGB30X34IN,"YOWELL BLACK GARBAGE BAGS - M  30"" X 34""",10 X 35'S,1,PKT,7,7
CCINV-220500253,CCSO-021391,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,AMK3 - Ang Mo Kio,INSTITUTION,ZZBRV200GM,"BROWN RICE VERMICELLI ""PEACOCK""",12 x 300GM,1,PKT,6,6
CCINV-220500253,CCSO-021391,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,AMK3 - Ang Mo Kio,INSTITUTION,ZZNFSWSP3S,3M SPONGE WITH SCOURING PAD SB213 - 3's,60 x 3'S / PKT,1,PKT,1,1
CCINV-220500260,CCSO-021393,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,SKC- Sengkang,INSTITUTION,KGBP454GM,KING'S BAKING POWDER,12 X 454GM,1,TIN,1,1
CCINV-220500260,CCSO-021393,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,SKC- Sengkang,INSTITUTION,ZZNFBL3400ML,YOWELL BLEACH,4 X 3.8LTR,1,TUB,4,4
CCINV-220500253,CCSO-021391,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,AMK3 - Ang Mo Kio,INSTITUTION,YWPAS565GM,YOWE PINEAPPLE SLICED IN SYRUP ,24 X 565GM,1,TIN,1,1
CCINV-220500253,CCSO-021391,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,AMK3 - Ang Mo Kio,INSTITUTION,ZZDC250GM,YOWE DRIED CHRYSANTHEMUM,25 x 250GM ,1,PKT,1,1
CCINV-220500253,CCSO-021391,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,AMK3 - Ang Mo Kio,INSTITUTION,ZZPWB500GM,"WOLF BERRIES PREMIUM GRADE""""",500GM / PKT,1,PKT,1,1
CCINV-220500253,CCSO-021391,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,AMK3 - Ang Mo Kio,INSTITUTION,ZZDSS640ML,CHUNG HWA DARK SWEET SAUCE,12 X 640ML,1,BTL,1,1
CCINV-220500253,CCSO-021391,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,AMK3 - Ang Mo Kio,INSTITUTION,ZZNFDWLCIF500ML,"CIF CREAM ""LEMON"" ",16 X 500ML,1,BTL,2,2
CCINV-220500260,CCSO-021393,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,SKC- Sengkang,INSTITUTION,ZZNMRF500GM,"CHILL NATUREL MARGARINE REDUCED FAT ""ORANGE""",24 X 500GM,1,TUB,8,8
CCINV-220500260,CCSO-021393,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,SKC- Sengkang,INSTITUTION,NNPLFL900GM,DR OETKER NONA PLAIN FLOUR ,24 X 900GM,1,PKT,4,4
CCINV-220500247,CCSO-021417,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,YCC05 - YISHUN,INSTITUTION,SPTP400GM,SAPORITO TOMATO PASTE 22/24% (DUE 800GM OOS),24 X 400GM,1,TIN,4,4
CCINV-220500247,CCSO-021417,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,YCC05 - YISHUN,INSTITUTION,ZZNFPRB10X15,"PACK N ROLL - HD BAGS 10 X 15""""",10 X 2KG,1,ROLL,2,2
CCINV-220500247,CCSO-021417,5/24/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,YCC05 - YISHUN,INSTITUTION,ZZSDSJ284GM,ST DALFOUR STRAWBERRY JAM,4 X 6S X 284GM,1,BTL,6,6
CCINV-220500261,CCSO-021456,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,CV4 - Blk 269,INSTITUTION,ZZVBS1KG,VHP BROWN SUGAR - SUPERIOR,25 x 1KG,1,PKT,5,5
CCINV-220500261,CCSO-021456,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,CV4 - Blk 269,INSTITUTION,YWPAS565GM,YOWE PINEAPPLE SLICED IN SYRUP ,24 X 565GM,1,TIN,1,1
CCINV-220500261,CCSO-021456,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,CV4 - Blk 269,INSTITUTION,ZZGN250GM,YOWE GLASS NOODLES - TANG HOON,20 X 250GM,1,PKT,2,2
CCINV-220500262,CCSO-021464,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,CV2 - Compassvale 2,INSTITUTION,ZZSTS30S,SUPER 3-in-1 INSTANT MILK TEA - ORIGINAL,24 x 25's x 20g,1,PKT,1,1
CCINV-220500262,CCSO-021464,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,CV2 - Compassvale 2,INSTITUTION,NNPLFL900GM,DR OETKER NONA PLAIN FLOUR ,24 X 900GM,1,PKT,2,2
CCINV-220500262,CCSO-021464,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,CV2 - Compassvale 2,INSTITUTION,YWMS425GM,YOWE/ZZ MUSHROOM PIECES & STEMS,24 X 425GM,1,TIN,36,36
CCINV-220500262,CCSO-021464,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,CV2 - Compassvale 2,INSTITUTION,ZZNFCGB23X30,"CLEAR GARBAGE BAGS 23 X 30""""",20 x 90'S,1,PKT,5,5
